,host_id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
37034,977716,0,33,1,125,2,2,1,0
37036,179336958,1,1,0,75,4,7,6,357
37037,219782181,1,23,1,165,2,6,3,83
37038,221850456,1,4,0,90,2,3,1,89
37040,221851804,0,15,1,105,2,17,1,245
37042,4540122,2,56,1,74,5,3,1,52
37043,92657816,1,45,1,239,2,9,2,154
37044,171446547,3,216,0,80,1,29,1,362
37045,221871654,1,19,1,255,2,1,1,0
37046,92657816,1,45,0,99,3,3,2,0
37049,106692652,2,87,0,47,1,7,1,0
37050,6573459,1,43,1,525,2,3,1,158
37051,1710940,1,7,0,62,1,59,1,194
37052,105386434,0,6,0,70,3,19,3,361
37053,53223410,0,12,1,200,5,2,1,0
37054,914386,2,95,0,75,1,1,2,173
37055,179336958,1,1,0,75,2,14,6,305
37056,22336312,1,30,0,75,2,17,2,27
37057,1453898,0,12,0,60,2,30,3,43
37058,105828180,0,15,0,85,4,0,3,0
37059,105386434,0,6,0,68,2,15,3,365
37060,105386434,0,6,0,72,2,15,3,365
37061,210634970,1,30,0,99,2,16,1,283
37062,97425,0,21,0,70,2,10,1,14
37063,17813973,2,56,1,86,1,6,1,1
37064,57765860,1,8,1,250,7,0,1,34
37065,221929447,1,2,0,45,5,5,1,184
37066,221934669,1,1,0,119,1,58,2,0
37067,104675082,1,19,1,300,6,1,1,25
37069,167620568,0,82,2,100,1,4,2,365
37070,586840,0,6,1,130,4,3,1,5
37072,6255971,0,12,0,85,2,7,1,326
37075,10659007,0,12,0,110,2,0,1,0
37076,20310357,2,49,0,170,1,0,1,157
37079,222057751,1,28,1,299,7,0,1,15
37080,4952877,1,11,1,255,2,3,1,0
37081,222064628,1,30,0,42,1,59,1,77
37082,9503685,0,6,1,150,2,3,2,0
37083,5118419,1,9,1,1500,1,0,1,365
37084,52370129,0,90,0,63,2,5,2,12
37085,62925063,0,21,0,50,1,3,2,342
37086,222081034,0,6,1,150,2,40,1,31
37088,46296435,0,21,1,225,2,0,1,85
37089,215273760,0,6,0,65,3,21,2,148
37090,215273760,0,6,0,65,5,30,2,178
37092,10555698,0,16,1,200,2,9,1,23
37094,40529301,0,13,0,60,2,11,2,113
37095,85942706,0,12,0,72,2,48,1,95
37096,910677,0,29,1,150,8,12,1,34
37097,2831146,0,22,1,185,2,2,1,0
37098,31994,1,8,1,140,2,18,1,0
37099,22463377,1,5,0,153,1,25,3,32
37100,110366443,1,2,0,36,7,2,1,16
37101,818753,1,48,0,295,2,0,1,5
37102,220060177,0,21,0,70,3,8,2,362
37103,7985095,1,7,1,345,2,29,3,100
37104,33869262,1,2,1,125,2,19,1,37
37105,77813945,1,19,0,75,4,5,1,33
37106,7339399,1,7,1,180,4,13,1,55
37108,222190882,1,5,1,625,4,26,1,321
37109,183707967,1,30,1,120,2,14,4,365
37110,55966543,1,28,1,200,2,7,1,0
37111,9212560,1,2,1,140,1,5,1,3
37112,30346705,0,6,0,55,1,40,2,99
37113,221591579,1,43,0,147,1,13,1,177
37115,18897333,0,33,1,115,2,9,1,32
37116,153141476,2,94,1,44,1,17,3,44
37117,198730633,1,2,1,298,1,16,2,300
37118,48762596,1,68,1,499,5,28,1,145
37119,26600082,2,44,1,150,1,14,1,2
37120,222249366,1,2,1,80,3,1,1,0
37121,222249602,1,4,1,145,1,30,1,144
37122,222252623,0,6,0,68,3,13,3,365
37123,781180,0,32,1,150,5,1,1,35
37124,222252623,0,6,0,70,2,21,3,344
37125,222261103,1,4,1,240,2,44,1,93
37126,2670024,0,79,1,120,7,1,1,128
37127,156195302,0,12,1,200,2,7,1,17
37128,210339363,2,129,0,50,3,10,2,44
37129,222077787,1,28,0,99,6,18,2,14
37130,7268300,0,12,0,80,4,3,1,7
37131,37510066,0,13,1,128,1,31,1,13
37132,222272674,0,90,0,49,1,26,1,174
37133,39174150,1,2,0,100,1,13,3,71
37134,62015880,0,15,1,119,2,4,1,0
37135,222281704,0,22,0,60,1,54,1,317
37136,222086035,1,23,1,700,1,29,1,256
37137,222281153,0,6,0,65,2,24,3,310
37138,72001588,3,158,0,80,1,29,1,80
37139,222281153,0,6,0,52,2,13,3,320
37140,222281153,0,6,0,62,2,18,3,338
37141,13102999,1,2,1,108,3,15,1,0
37142,222285897,1,45,0,120,1,52,4,31
37143,222288328,0,6,0,60,2,10,2,311
37144,222288328,0,6,0,72,1,30,2,344
37145,40298873,2,63,1,90,1,6,1,83
37146,14061862,0,6,0,55,2,20,3,332
37147,14061862,0,6,0,55,2,23,3,322
37148,14061862,0,6,0,55,2,19,3,359
37149,60525649,1,7,1,120,2,9,1,2
37150,11923041,0,12,1,300,10,0,1,0
37152,78339088,2,162,0,75,1,26,1,115
37153,14719992,0,84,0,31,1,14,3,210
37154,221374905,0,21,0,200,1,0,1,365
37155,9601006,0,13,0,60,1,23,1,0
37156,150316502,0,20,0,250,5,0,1,154
37159,222385509,0,21,0,35,7,1,1,89
37160,39801631,0,34,1,300,2,6,1,3
37163,91605357,0,12,0,85,1,56,2,51
37164,100106209,0,24,1,115,2,1,2,219
37166,501343,1,7,0,225,3,2,2,30
37167,22336312,1,30,1,129,2,13,2,0
37174,47022650,1,4,1,150,1,11,3,356
37177,206370255,1,4,1,200,2,8,1,162
37178,196669206,1,2,1,119,2,24,1,120
37180,36149596,0,12,1,305,1,15,1,43
37182,621652,1,8,1,200,5,1,1,4
37183,288972,1,7,1,206,5,10,1,199
37184,222456125,1,1,0,160,3,5,1,0
37185,11598586,2,25,0,159,1,0,1,0
37186,222460280,2,39,1,99,3,0,1,0
37187,222461823,2,56,1,349,2,27,1,303
37188,166794407,2,56,0,70,1,3,3,188
37189,7450345,0,6,1,107,3,1,1,0
37190,222424429,1,30,0,38,2,17,2,73
37191,35944,0,82,1,210,3,0,1,161
37192,67987135,0,6,1,139,1,12,9,134
37193,222476614,1,26,2,39,2,6,3,352
37195,129559712,2,61,1,100,2,42,1,123
37196,222480912,0,21,0,62,2,7,2,125
37197,126034120,1,19,0,125,1,19,3,230
37198,222430446,1,19,0,89,1,48,2,7
37199,222430446,1,19,0,89,1,44,2,4
37200,8435480,0,20,1,180,2,41,2,76
37201,93031650,1,1,1,300,4,0,1,0
37202,1418004,4,42,0,45,5,15,1,123
37204,24050629,0,21,1,350,2,1,1,0
37205,222559543,0,70,0,29,1,59,2,54
37206,1903737,0,6,0,99,2,0,3,0
37207,23983203,1,9,1,200,2,1,1,5
37208,19011946,0,90,0,99,3,1,2,362
37209,7878911,0,22,0,90,3,5,1,0
37210,124069492,0,21,0,65,1,47,2,29
37211,217293060,1,52,1,200,5,1,4,89
37212,213302863,1,19,1,175,3,3,1,0
37214,9229108,0,20,1,250,7,1,2,35
37215,2897622,0,21,1,200,6,1,1,26
37216,41083526,2,39,1,130,4,0,2,0
37217,3472283,0,34,1,125,3,13,1,0
37218,3719653,0,12,1,250,3,0,1,249
37219,119134476,1,43,0,60,2,1,1,18
37220,222626145,2,139,1,90,1,19,1,26
37222,15989323,0,12,0,50,4,2,1,0
37223,141027957,0,84,1,60,2,25,2,289
37224,41704832,0,21,0,85,1,29,1,82
37225,222659001,0,6,0,55,2,26,4,192
37226,222691577,0,13,1,250,2,3,1,28
37227,20283518,0,12,0,85,2,34,1,74
37228,222700281,1,26,0,355,2,5,1,230
37229,41233448,1,28,1,260,6,2,1,0
37230,53413881,0,12,0,55,2,4,1,0
37231,217642569,0,6,0,150,2,5,3,37
37232,132383053,0,6,0,55,1,45,1,0
37233,131476075,0,21,0,58,1,18,8,179
37234,4458360,0,6,0,110,2,0,1,280
37235,162504107,0,12,0,90,2,2,1,193
37236,178653055,1,8,1,90,5,18,1,13
37238,222659001,0,6,0,55,2,28,4,167
37239,222659001,0,6,0,55,2,35,4,209
37240,222659001,0,6,0,72,1,54,4,239
37241,32606852,1,28,1,123,4,13,1,1
37242,164178160,0,6,0,59,3,2,1,0
37243,222749009,1,30,0,45,1,1,3,66
37244,41728993,0,12,0,95,1,1,1,0
37245,25073781,1,2,0,65,2,18,2,188
37247,16398038,1,8,1,260,5,2,1,145
37249,19184440,0,12,0,60,5,1,1,187
37250,215588687,0,24,2,25,2,1,6,365
37251,222782619,0,12,0,150,2,7,1,0
37252,5497326,1,8,1,285,7,0,2,79
37253,222843411,0,32,1,1000,3,0,1,363
37254,2681144,0,22,1,81,5,13,1,8
37256,22307859,0,100,0,70,3,2,5,86
37257,99108929,2,39,2,29,5,2,2,23
37258,13758411,1,28,1,160,1,1,1,71
37259,22307859,0,100,0,98,3,0,5,361
37260,22307859,0,22,0,98,3,0,5,0
37261,22307859,0,22,0,98,3,0,5,0
37262,212147885,0,84,1,150,3,14,2,153
37267,40997229,1,8,0,160,3,3,1,5
37269,1940275,1,27,1,170,2,19,1,184
37270,287348,1,14,1,299,2,7,1,0
37271,19920574,0,6,1,150,4,2,1,0
37272,1286471,0,6,1,200,2,1,1,6
37273,6814283,0,21,1,140,3,3,1,0
37274,12837247,0,12,1,220,2,0,1,0
37276,222901071,1,101,1,125,4,2,1,0
37277,222909571,0,6,0,90,2,3,1,329
37278,9489892,1,7,0,99,1,15,1,0
37279,129222253,4,127,1,350,2,3,3,323
37281,222285897,1,45,0,98,1,23,4,64
37283,29746291,0,24,1,150,5,5,1,3
37284,34911780,1,18,0,66,3,1,2,107
37285,217101766,1,28,0,200,2,0,1,0
37286,222990788,0,12,0,100,1,4,1,0
37287,223000151,0,6,0,75,4,17,1,9
37288,80102605,1,19,1,150,1,4,1,5
37289,67516962,0,16,1,125,5,2,1,9
37290,222285897,1,45,0,85,1,46,4,20
37291,223007347,0,6,1,175,2,21,1,164
37292,222285897,1,45,0,90,1,42,4,61
37293,65498336,1,4,1,199,1,41,1,228
37294,21703883,1,7,1,250,2,6,1,0
37295,155027850,0,189,1,85,5,17,1,305
37296,223027077,1,28,1,150,1,2,1,0
37297,22178020,1,9,1,100,3,3,1,301
37298,68014876,1,1,1,399,1,36,1,201
37299,33213436,0,34,0,149,1,7,8,365
37300,160050819,1,19,1,250,4,1,1,0
37301,33213436,0,34,0,139,1,16,8,363
37302,39483399,0,13,1,100,5,0,1,0
37303,37040186,0,12,1,250,1,1,1,178
37304,223032162,0,38,1,174,2,9,2,3
37305,223032610,0,3,1,150,3,15,1,19
37306,4341365,1,27,0,80,5,1,1,0
37307,215387072,0,6,0,100,3,6,3,348
37308,222178766,0,22,0,75,1,7,1,133
37309,57773455,0,36,1,109,3,3,1,0
37310,223032162,0,38,0,65,2,15,2,0
37311,89000911,2,47,0,65,1,0,2,0
37313,23954256,1,14,1,189,1,7,1,2
37314,222136360,0,111,0,45,1,8,1,6
37315,219720888,2,25,1,120,1,30,1,6
37316,32295097,1,23,0,125,2,33,2,191
37317,23788168,0,6,0,45,10,8,1,61
37318,24799369,1,7,0,120,5,1,1,0
37319,153754513,0,12,1,82,1,15,1,16
37320,4138139,0,15,0,72,4,3,1,16
37321,9358058,0,12,1,200,3,3,1,35
37322,17031708,0,12,0,500,3,1,1,180
37323,59808986,0,54,1,110,1,20,3,290
37324,14906911,0,12,0,75,1,3,1,0
37325,8814258,2,160,0,64,3,1,7,195
37327,34075689,2,126,1,100,7,23,3,88
37328,63227531,3,172,1,140,2,12,2,340
37329,5855485,1,23,0,83,2,3,1,6
37330,218048903,1,7,1,200,2,17,1,254
37331,41323748,1,30,1,125,5,18,1,1
37332,26219578,0,6,0,32,3,0,1,48
37333,210339363,2,129,0,60,5,11,2,17
37334,32418402,0,15,0,89,2,4,2,88
37335,7832790,2,56,0,90,1,7,2,49
37337,222270217,0,20,1,139,3,36,1,58
37338,108426646,0,12,0,70,3,4,1,0
37340,17076157,1,9,0,85,4,5,1,0
37341,68198631,0,24,1,860,2,4,1,23
37342,223180509,1,19,1,195,1,54,1,181
37344,126510786,1,27,0,120,1,1,1,0
37352,127828600,4,80,0,100,1,2,1,177
37355,223198021,0,24,1,165,2,19,1,102
37356,223198779,1,4,1,95,5,20,1,56
37358,7863991,0,12,1,250,2,23,1,311
37359,58377909,2,44,0,30,6,2,1,0
37361,223208290,1,1,0,250,4,1,1,3
37362,4452717,0,12,1,200,3,0,1,5
37363,2967914,0,12,0,102,1,56,2,14
37364,223191465,0,12,1,200,3,29,2,144
37365,223219744,2,46,0,60,2,2,1,180
37366,2967914,0,12,0,102,1,48,2,20
37367,16502641,0,10,1,93,5,10,1,2
37368,222755851,1,8,0,110,3,5,2,176
37369,223238601,0,6,0,70,5,8,1,307
37370,152395213,2,56,0,80,5,16,1,29
37371,221751961,3,199,0,46,1,4,1,0
37372,2930482,2,44,0,75,1,1,1,0
37373,32295097,1,23,0,125,2,28,2,255
37374,20087466,1,19,1,110,3,15,1,0
37375,222755851,1,8,0,145,1,2,2,0
37376,162938514,0,12,1,250,2,24,1,282
37377,10552196,1,7,2,100,1,2,1,363
37378,302885,1,27,0,200,3,0,3,0
37379,1887283,1,9,1,121,2,8,1,0
37381,21610233,1,101,1,650,7,0,1,12
37382,777522,0,3,1,105,1,3,1,0
37384,179336958,1,1,0,65,3,3,6,359
37385,57400178,4,69,1,90,5,1,1,157
37386,223340140,1,4,1,109,1,3,1,0
37387,198395530,0,12,0,68,5,1,1,0
37388,223345099,1,9,1,170,3,22,1,128
37389,223248121,1,26,2,39,2,1,1,365
37390,62234273,0,6,1,100,3,35,1,283
37391,220762164,2,85,1,298,2,12,4,365
37392,183417610,2,81,0,180,1,3,3,88
37393,84077949,1,51,1,250,3,2,1,1
37394,55693494,0,12,0,120,2,13,1,108
37395,183417610,2,81,0,180,1,0,3,0
37396,144167745,0,79,0,50,2,39,1,31
37397,8587936,0,12,1,180,3,0,1,0
37398,137380710,1,2,0,40,5,1,1,0
37399,223374565,1,1,1,189,4,16,1,323
37400,15197115,1,11,1,500,2,3,1,5
37401,1472433,0,12,0,56,5,1,2,10
37402,183417610,2,81,0,180,1,0,3,0
37403,215540583,1,4,0,78,10,13,1,68
37404,223393782,0,84,0,45,3,6,1,6
37405,18283992,0,12,1,250,2,2,1,0
37406,223401516,0,6,0,65,2,34,1,175
37407,861848,0,6,0,68,2,0,2,0
37408,31039254,0,54,0,45,1,8,1,334
37409,77304447,1,2,0,42,5,34,3,40
37410,38299001,0,6,0,55,1,0,1,0
37411,142641298,0,6,0,100,1,1,1,0
37412,13392472,1,23,0,103,3,38,1,99
37413,223422291,2,44,1,115,3,15,1,10
37414,223418394,1,30,1,90,1,15,1,170
37415,617537,0,21,0,85,3,35,1,127
37416,223426581,1,19,1,229,2,21,1,70
37417,104246751,0,6,0,95,1,36,1,79
37418,223431967,2,37,0,70,2,0,1,95
37419,223431101,1,45,0,80,1,28,3,8
37420,19289434,1,28,1,140,3,1,1,0
37421,57128179,2,87,0,66,1,24,2,327
37422,198021963,0,111,0,20,1,12,1,14
37424,324657,0,16,1,108,3,15,1,8
37425,5226176,0,12,1,143,5,2,1,9
37426,24561601,1,7,1,132,2,10,1,3
37427,223504937,3,172,1,109,3,21,1,121
37428,30627525,1,14,1,200,3,10,1,263
37429,5224789,1,7,1,150,4,3,1,3
37430,5735865,1,8,0,70,3,23,1,87
37431,8533032,0,33,1,130,4,5,1,10
37433,48194192,0,3,1,191,1,42,4,28
37434,61684829,1,2,1,250,3,2,1,0
37435,54377368,1,23,1,350,2,5,1,326
37436,95642648,1,23,2,147,3,9,2,0
37437,63966927,0,6,0,50,1,5,1,188
37438,82286,0,6,1,79,3,2,1,157
37439,153503882,0,20,1,150,2,8,1,0
37440,22200018,0,6,0,70,2,11,2,71
37442,57128179,2,87,0,60,2,12,2,19
37443,259123,1,52,1,300,2,2,1,11
37444,187496935,0,12,1,200,2,8,1,5
37445,223548766,1,8,0,100,2,15,1,58
37446,223553290,0,84,1,200,1,5,1,360
37447,205131610,0,100,0,68,2,3,3,365
37448,222483970,1,19,0,55,1,35,1,0
37449,223574944,1,26,2,39,2,2,2,326
37451,104814095,2,103,0,50,1,10,3,85
37452,223578316,1,43,1,160,1,27,1,302
37453,185908506,4,205,0,75,3,1,3,311
37454,219490225,1,11,1,399,2,29,1,234
37456,14631757,1,2,1,150,1,5,1,319
37457,213208277,2,160,2,34,4,0,8,365
37458,213208277,2,160,0,59,4,2,8,365
37459,44358422,0,22,0,38,1,2,1,238
37460,9632197,0,6,0,45,2,23,1,50
37461,2299134,0,12,1,100,3,2,1,2
37462,223667060,0,21,1,100,1,4,1,35
37463,140930693,4,98,0,60,1,29,2,304
37464,13466647,0,33,1,155,3,8,1,0
37465,30177875,0,15,1,120,4,3,1,7
37466,35244416,1,28,0,275,1,0,1,0
37468,113834719,1,14,1,350,3,0,1,0
37470,212698653,1,28,1,500,5,0,1,84
37472,217652530,2,46,1,485,1,24,4,347
37473,217652530,2,46,0,125,1,1,4,253
37474,58077160,1,7,0,140,6,1,1,0
37475,217652530,2,46,0,125,1,2,4,253
37476,72957132,0,6,0,63,2,13,3,321
37477,72957132,0,6,0,70,2,23,3,293
37478,217652530,2,46,0,180,1,0,4,253
37479,223723845,0,21,0,50,4,3,1,40
37481,30240946,1,30,0,42,7,0,1,0
37482,45618730,0,6,0,60,2,11,1,0
37483,223741555,2,25,0,69,5,4,1,0
37484,20579643,1,30,0,40,2,1,1,51
37485,223817242,0,6,1,120,1,36,1,334
37486,11880311,0,33,0,50,2,6,2,0
37487,223346842,1,2,0,92,2,44,3,51
37488,223846870,2,152,0,50,1,57,3,342
37489,76327788,1,5,1,155,5,14,1,29
37490,223855863,0,12,1,200,3,0,1,111
37491,215041024,2,184,1,80,7,1,1,87
37492,11880311,0,33,1,138,7,3,2,0
37493,223869982,0,6,0,100,7,0,1,0
37494,71560458,2,145,1,151,2,33,1,309
37495,42979789,0,12,0,85,3,7,1,42
37496,223886475,0,33,1,170,2,8,1,0
37497,861848,0,6,1,81,3,6,2,0
37498,24046264,0,12,1,150,3,4,1,69
37499,209163615,0,6,0,85,1,1,1,12
37500,214173940,1,71,0,62,1,7,1,9
37501,223431101,1,45,0,75,1,37,3,10
37502,193502084,0,111,0,40,1,5,8,0
37503,169647759,1,4,1,100,1,11,1,0
37504,223807986,0,97,1,275,1,1,1,0
37505,33041007,1,1,0,139,4,14,1,28
37506,215229943,1,7,0,98,5,8,1,179
37507,223913025,2,107,0,100,7,1,1,0
37508,1240933,0,20,0,100,7,10,1,353
37509,151280982,1,1,0,100,2,0,1,0
37510,4858280,0,12,1,149,6,7,1,4
37511,78080379,0,21,0,75,5,0,1,250
37513,52370129,0,90,0,60,2,9,2,31
37515,149929,0,13,1,135,5,21,5,206
37516,41389252,0,6,0,60,3,7,1,58
37517,39607226,0,21,1,119,3,6,1,4
37518,51338091,1,2,1,130,7,1,1,280
37519,223346842,1,2,0,75,2,12,3,0
37520,22345627,1,4,1,150,7,1,1,66
37521,864766,0,16,1,150,5,6,1,0
37522,224029433,0,3,1,250,3,15,1,43
37523,44457589,1,27,1,200,11,3,2,17
37524,223346842,1,2,0,79,2,43,3,43
37525,3783926,1,19,0,250,1,2,1,180
37526,52033043,1,2,0,89,2,22,1,0
37527,28418563,1,19,1,179,1,20,1,268
37528,224042160,0,54,0,38,2,11,3,365
37529,58266933,2,56,0,25,7,2,1,66
37530,4317615,1,2,0,150,1,11,2,0
37531,18272280,0,6,0,43,1,10,2,2
37533,5845384,0,33,1,215,5,0,1,33
37534,224056583,0,73,0,75,7,4,1,311
37535,224062220,0,54,0,80,1,22,1,162
37536,6458347,1,14,0,180,1,2,1,158
37537,3335791,1,26,0,99,3,7,1,0
37538,22464812,0,0,1,200,1,24,1,290
37539,59459840,1,4,1,95,3,4,1,88
37540,20037314,2,56,0,97,2,0,1,249
37541,107161778,0,15,0,100,4,0,1,0
37542,110058188,2,37,0,57,1,13,1,347
37543,94546995,0,6,1,75,3,15,1,4
37544,1172202,2,49,0,45,1,7,5,29
37545,10928484,0,12,0,299,4,0,1,35
37546,224141746,1,11,1,179,7,3,1,10
37547,32346001,0,21,1,160,2,19,2,0
37548,103216104,0,6,0,60,7,1,1,0
37549,120245209,0,100,0,55,1,7,2,126
37550,20241112,0,24,1,85,3,12,1,263
37551,8344401,0,6,1,185,1,4,1,3
37552,224176858,2,126,0,50,1,4,1,137
37553,213183791,2,162,0,110,1,1,1,357
37554,48823279,1,4,0,125,3,2,1,238
37555,120939023,0,12,1,300,2,15,2,273
37556,220129825,2,46,1,160,1,3,2,359
37557,224190427,1,8,0,68,1,14,1,12
37558,57146691,1,1,1,250,3,0,1,0
37559,53103368,0,12,0,65,2,0,1,6
37560,63875726,1,5,1,215,5,0,1,51
37561,49701856,0,21,1,150,3,22,1,50
37562,224204301,4,98,0,60,1,48,2,296
37563,13460069,2,37,1,500,1,0,1,365
37564,224206042,4,69,1,55,3,26,1,349
37566,194377255,2,103,0,65,1,22,4,349
37567,152202371,4,98,0,65,1,35,1,295
37568,224048389,0,79,0,48,3,2,1,0
37569,194377255,2,103,0,38,1,42,4,207
37570,41802394,1,11,1,1115,3,2,1,0
37571,42676520,1,2,0,80,1,54,2,8
37572,26330233,1,19,1,175,6,23,1,232
37573,12235509,0,79,1,175,4,12,1,142
37574,192773562,2,31,0,60,1,0,1,87
37575,224238226,1,28,1,265,6,33,1,95
37576,47721954,1,28,2,75,1,0,1,90
37577,221836975,2,83,2,58,2,4,3,267
37578,224245939,1,8,1,310,7,0,1,0
37579,15058648,0,21,1,135,3,5,3,17
37580,4180621,0,33,1,74,1,4,2,0
37581,187908347,0,15,1,81,4,19,2,94
37582,196058543,2,63,2,35,3,24,5,236
37583,224314859,1,30,0,90,3,3,1,82
37584,224317523,0,10,1,285,5,29,1,74
37585,52767716,2,25,0,95,2,3,1,0
37586,2967674,0,12,0,48,2,6,2,0
37587,2465013,1,11,1,275,3,2,1,0
37588,34986045,1,19,1,650,3,1,1,0
37590,224340103,0,12,0,80,2,3,2,0
37591,25970711,0,6,1,100,2,8,1,75
37592,7443296,0,84,0,120,2,26,1,63
37593,224019631,1,7,1,150,2,7,1,14
37594,57973441,0,12,0,90,1,1,1,32
37595,224350246,0,6,1,175,2,4,1,326
37596,13619313,1,53,1,175,4,0,1,179
37598,30985759,1,7,0,135,1,50,6,316
37599,6856247,0,16,1,160,2,5,1,2
37600,26000391,1,4,0,40,7,2,1,188
37601,17822256,1,2,0,95,2,40,4,141
37602,4233057,1,4,0,68,3,4,3,95
37603,224365956,0,189,1,49,3,20,1,164
37605,216634331,1,2,1,202,3,8,1,88
37607,224370048,3,55,0,90,1,6,1,262
37610,7653811,2,56,0,60,1,2,1,249
37611,20827165,0,12,1,99,2,1,2,0
37612,179668570,0,12,1,165,3,37,1,34
37613,17822256,1,2,0,95,2,31,4,172
37614,218984753,1,23,1,59,1,25,1,143
37615,30985759,1,7,0,145,1,61,6,283
37616,17822256,1,2,0,95,2,32,4,163
37617,224384517,0,100,0,60,1,64,1,142
37618,1512565,1,4,0,90,2,9,3,112
37619,156948111,0,6,0,60,10,1,1,365
37620,223431101,1,45,0,80,1,37,3,9
37621,224401490,0,12,0,60,3,2,1,0
37622,26310763,1,52,0,150,7,0,1,2
37623,30346705,0,6,0,50,1,42,2,57
37624,56156848,0,6,0,93,3,21,1,73
37625,158781381,0,70,1,75,2,15,2,179
37626,224413673,1,2,1,150,1,4,1,0
37628,16398154,0,29,1,149,2,8,1,0
37629,8573489,1,19,1,220,4,1,1,14
37632,224461227,1,14,1,220,2,2,1,0
37633,49946447,2,46,0,50,2,1,1,311
37634,5847816,0,16,1,700,4,2,1,174
37636,5537011,0,12,1,175,2,6,1,176
37637,187360554,1,43,1,155,3,0,1,107
37638,22582243,1,7,1,219,3,6,1,6
37639,224498087,1,64,1,130,7,0,1,0
37642,20491372,2,63,0,69,2,1,1,35
37643,224513581,0,6,0,30,7,2,2,250
37644,60258049,0,21,2,42,2,5,1,0
37645,73655921,1,45,0,55,8,0,1,177
37646,137194766,2,56,1,98,3,32,2,131
37647,16495440,1,2,0,85,2,0,1,10
37648,32423541,2,25,1,120,2,2,1,4
37649,2730280,1,52,1,225,2,8,1,207
37650,4316287,1,19,1,158,3,10,1,323
37651,7229055,1,2,1,130,2,7,1,0
37653,39972598,0,21,0,70,4,1,1,342
37654,221836975,2,83,0,50,2,9,3,365
37655,215944788,1,28,0,90,2,23,3,17
37656,61649970,1,23,1,250,1,24,2,280
37657,149849302,1,2,1,200,1,3,1,0
37658,216456504,4,88,0,49,1,26,3,363
37659,78482422,1,4,1,160,2,11,1,0
37660,612551,0,6,1,150,7,2,1,0
37661,216456504,4,88,1,130,1,11,3,363
37662,7147987,1,7,0,170,8,1,1,19
37663,2931626,1,28,1,120,2,2,1,0
37664,224575394,0,12,0,100,2,21,1,6
37665,1512819,0,54,0,45,5,5,5,69
37666,3073250,1,8,1,175,3,10,1,13
37667,215956658,2,31,0,70,4,34,1,34
37668,224614531,0,6,1,200,2,3,2,95
37669,215778245,2,162,2,30,2,6,6,365
37670,214290528,1,43,1,195,2,4,1,0
37671,40883581,0,6,0,55,1,4,1,0
37672,73881521,1,30,0,60,10,0,1,310
37673,119990626,0,21,0,60,7,1,1,173
37674,217482038,1,28,1,129,2,8,3,15
37675,223620306,0,21,2,95,1,0,1,0
37676,74982218,1,2,0,55,3,3,2,0
37677,9071235,1,19,1,399,4,3,1,75
37678,224661472,1,7,1,700,4,46,1,126
37679,32162351,1,19,1,199,2,0,2,0
37680,5326571,2,49,1,180,7,1,2,122
37681,124867390,4,92,0,60,3,8,1,326
37682,224675361,0,21,1,110,2,20,1,284
37685,75435800,2,25,1,165,2,0,2,0
37686,2494204,0,6,1,150,2,7,1,11
37687,24449433,1,19,1,190,3,10,1,61
37688,14349735,0,3,0,64,6,2,1,250
37689,224696045,0,73,1,110,2,16,1,276
37690,5817533,2,56,0,75,5,0,1,0
37691,211895243,0,117,1,105,3,1,2,46
37692,145981682,1,71,1,212,1,5,3,272
37693,224706357,0,79,1,110,2,42,1,90
37694,12131971,1,1,1,140,1,3,1,0
37695,224711473,1,1,0,375,1,0,1,0
37696,210112096,1,4,0,74,2,32,1,195
37697,223715716,1,2,0,35,7,1,1,0
37698,106335321,0,15,1,110,2,29,1,19
37699,152457143,0,12,0,65,2,9,1,0
37700,11907194,1,1,0,110,2,8,1,0
37701,224731704,1,7,0,129,1,11,3,177
37704,224731704,1,7,0,129,1,11,3,177
37705,149306690,4,182,0,24,1,4,1,0
37706,224735872,2,25,2,40,3,1,1,178
37707,3393434,0,15,0,349,3,4,2,89
37708,224241313,0,6,1,250,2,6,1,179
37709,42210223,0,22,0,120,2,0,1,83
37710,17822256,1,2,0,90,2,32,4,147
37711,20321004,0,3,0,125,1,33,1,0
37712,16152090,1,51,0,175,4,3,2,362
37713,20453005,1,68,1,165,7,9,1,0
37714,174797199,1,23,1,99,1,11,1,0
37715,22388757,1,30,0,55,2,6,2,169
37716,107090465,0,54,1,125,3,2,1,170
37717,224808776,1,52,1,300,4,28,1,217
37718,218959287,0,15,1,100,2,0,1,0
37719,7271048,1,52,1,225,3,8,1,357
37720,224815152,1,7,0,249,1,6,8,87
37722,224806557,0,12,1,295,2,4,1,0
37723,9488139,0,33,1,200,1,0,1,250
37724,162283008,0,6,0,43,3,5,1,0
37725,224825910,1,26,1,100,1,5,1,0
37726,224827088,1,43,1,520,4,8,1,38
37728,99511145,1,2,0,45,4,19,2,10
37732,65747874,0,15,1,137,2,21,2,63
37733,212328883,0,12,1,148,2,39,1,34
37734,51746762,1,2,1,75,2,0,1,2
37735,8830191,0,22,1,40,2,2,1,57
37736,224850313,0,73,0,59,6,15,2,147
37737,96647029,1,8,0,84,6,3,1,6
37742,224859583,4,177,0,50,6,0,1,179
37743,201940587,0,96,1,130,2,17,1,9
37744,224867226,0,193,1,101,5,2,1,323
37745,4283610,2,121,1,114,3,9,1,3
